Date,Close,Volume,Open,High,Low
08/24/2023,130.42,18680380,134.73,134.97,130.3
08/23/2023,133.21,26497030,130.85,134.07,130.51
08/22/2023,129.69,15569370,129.13,130.95,128.93
08/21/2023,128.93,21851070,127.85,129.26,127.16
08/18/2023,128.11,23627200,129.06,129.83,127
08/17/2023,130.46,23665560,130.45,132.49,129.85
08/16/2023,129.11,17548360,129.28,130.9,128.46
08/15/2023,130.27,14769170,131.59,131.99,129.82
08/14/2023,131.83,17526200,129.85,131.91,129.59
08/11/2023,130.17,15205470,129.2,130.44,128.75
08/10/2023,130.21,17855680,131.97,132.65,130.04
08/09/2023,130.15,17745220,132.19,132.47,129.51
08/08/2023,131.84,16835950,130.98,131.94,130.13
08/07/2023,131.94,17621040,129.51,132.06,129.43
08/04/2023,128.54,20521850,129.6,131.93,128.32
08/03/2023,128.77,15086130,128.37,129.77,127.78
08/02/2023,128.64,22705780,129.84,130.42,127.85
08/01/2023,131.89,22219010,130.86,132.92,130.75
07/31/2023,133.11,18381890,133.01,133.83,132.13
07/28/2023,133.01,26971010,130.97,134.07,130.92
07/27/2023,129.87,35931610,131.8,133.6,129.18
07/26/2023,129.66,46216900,130.36,131.37,128.71
07/25/2023,122.79,31820850,121.88,123.69,121.53
07/24/2023,121.88,22312220,121.93,123.35,121.38
07/21/2023,120.31,56514650,120.87,121.3,119.07
07/20/2023,119.53,27541710,122.12,124.7,118.69
07/19/2023,122.78,22313800,124.79,125.47,122.47
07/18/2023,124.08,21071250,124.91,124.99,123.3
07/17/2023,125.06,20675300,126.06,127.28,124.5
07/14/2023,125.7,20499780,125.13,127.09,124.9
07/13/2023,124.83,31535850,121.54,125.34,121.06
07/12/2023,119.62,22059610,119.3,120.96,119
07/11/2023,117.71,18286570,116.76,118.23,115.83
07/10/2023,116.87,32960080,119.07,119.07,116.64
07/07/2023,120.14,20997670,120.89,121.75,120.09
07/06/2023,120.93,17750180,120.64,121.15,119.25
07/05/2023,122.63,17830350,120.06,123.37,120.06
07/03/2023,120.56,13871720,120.32,121.02,119.71
06/30/2023,120.97,23871760,121.1,122.03,120.88
06/29/2023,120.01,18517460,120.09,120.91,119.21
06/28/2023,121.08,19753150,117.96,121.27,117.6
06/27/2023,119.01,27221710,117.84,119.9,116.91
06/26/2023,119.09,23184960,121.47,122.72,118.99
06/23/2023,123.02,29573120,122.04,123.44,121.86
06/22/2023,123.87,20781890,120.66,123.94,119.6
06/21/2023,121.26,22612000,123.24,123.41,120.86
06/20/2023,123.85,22698030,123.54,125.18,122.83
06/16/2023,124.06,56699200,126.7,126.7,123.79
06/15/2023,125.79,24517070,123.88,126.16,123.14
06/14/2023,124.38,24659620,123.8,124.79,122.16
06/13/2023,124.43,19287650,125.65,125.86,123.85
06/12/2023,124.35,22289630,123.4,124.75,122.35
06/09/2023,122.87,20313680,122.56,124.29,122.42
06/08/2023,122.67,24815000,122.59,123.73,122.01
06/07/2023,122.94,34179350,127.58,129.55,122.63
06/06/2023,127.91,19450130,126.6,128.88,125.97
06/05/2023,126.63,22672520,124.61,127.99,124.38
06/02/2023,125.23,19367450,124.49,126.75,124.35
06/01/2023,124.37,25017670,123.5,125.04,123.3
05/31/2023,123.37,41548760,123.7,124.9,123.1
05/30/2023,124.64,27230730,126.29,126.38,122.89
05/26/2023,125.43,25169040,124.07,126,123.29
05/25/2023,124.35,33812730,125.21,125.98,122.9
05/24/2023,121.64,23087930,121.88,122.75,120.75
05/23/2023,123.29,24477950,124.93,125.42,123.05
05/22/2023,125.87,29760240,123.51,127.05,123.45
05/19/2023,123.25,30268860,124.2,126.48,122.72
05/18/2023,123.52,27014470,121.56,123.9,121.49
05/17/2023,121.48,26659560,120.18,122.28,119.46
05/16/2023,120.09,32370110,116.83,121.2,116.83
05/15/2023,116.96,22107870,116.49,118.8,116.48
05/12/2023,117.92,31293780,117,118.26,116.55
05/11/2023,116.9,57115080,115.86,118.44,114.93
05/10/2023,112.28,47533460,108.55,113.51,108.48
05/09/2023,107.94,24782440,108.78,110.6,107.73
05/08/2023,108.24,17266020,105.8,108.42,105.79
05/05/2023,106.22,20710630,105.32,106.44,104.74
05/04/2023,105.21,19780640,106.16,106.3,104.7
05/03/2023,106.12,17116330,106.22,108.13,105.62
05/02/2023,105.98,20343120,107.66,107.73,104.5
05/01/2023,107.71,20926260,107.72,108.68,107.5
04/28/2023,108.22,23957870,107.8,108.29,106.04
04/27/2023,108.37,38235220,105.23,109.15,104.42
04/26/2023,104.45,37068170,105.56,107.02,103.27
04/25/2023,104.61,31408120,106.61,107.44,104.56
04/24/2023,106.78,21410910,106.05,107.32,105.36
04/21/2023,105.91,22379020,106.09,106.64,105.49
04/20/2023,105.9,22515330,104.65,106.89,104.64
04/19/2023,105.02,16732020,104.22,105.73,103.8
04/18/2023,105.12,17641370,107,107.05,104.78
04/17/2023,106.42,29043440,105.43,106.71,105.32
04/14/2023,109.46,20758690,107.69,109.58,107.59
04/13/2023,108.19,21650750,106.47,108.27,106.44
04/12/2023,105.22,22761570,107.39,107.59,104.97
04/11/2023,106.12,18721280,106.92,107.22,105.28
04/10/2023,106.95,19741520,107.39,107.97,105.6
04/06/2023,108.9,34684150,105.77,109.63,104.82
04/05/2023,104.95,21864200,106.12,106.54,104.1
04/04/2023,105.12,20377230,104.84,106.1,104.6
04/03/2023,104.91,20719860,102.67,104.95,102.38
03/31/2023,104,28107950,101.71,104.19,101.44
03/30/2023,101.32,25009830,101.44,101.61,100.29
03/29/2023,101.9,26148300,102.72,102.82,101.03
03/28/2023,101.36,24913480,103,103,100.28
03/27/2023,103.06,25393420,105.32,105.4,102.63
03/24/2023,106.06,25245010,105.74,106.16,104.74
03/23/2023,106.26,31385820,105.89,107.1,105.41
03/22/2023,104.22,32336880,105.14,107.51,104.21
03/21/2023,105.84,33122800,101.98,105.96,101.86
03/20/2023,101.93,26033920,101.06,102.58,100.79
03/17/2023,102.46,76140310,100.84,103.49,100.75
03/16/2023,101.07,54588200,96.57,101.97,95.87
03/15/2023,96.55,38367330,93.54,97.25,93.04
03/14/2023,94.25,32303880,93.07,94.83,92.78
03/13/2023,91.66,31508570,90.57,93.08,89.94
03/10/2023,91.01,32850090,92.5,93.18,90.8
03/09/2023,92.66,24438890,94.49,95.92,92.36
03/08/2023,94.65,25395200,94.41,96.24,94.41
03/07/2023,94.17,24101540,95.42,96.09,93.84
03/06/2023,95.58,28288210,94.36,96.3,94.3
03/03/2023,94.02,30242540,92.74,94.11,92.66
03/02/2023,92.31,23344560,89.86,92.48,89.77
03/01/2023,90.51,26323880,90.16,91.2,89.85
02/28/2023,90.3,30546910,89.54,91.45,89.52
02/27/2023,90.1,22724260,90.09,90.45,89.61
02/24/2023,89.35,31295620,89.63,90.13,88.86
02/23/2023,91.07,32423720,92.13,92.13,90.01
02/22/2023,91.8,29891140,91.93,92.36,90.87
02/21/2023,92.05,28367200,93.24,93.41,92
02/17/2023,94.59,31095070,95.07,95.75,93.45
02/16/2023,95.78,35642110,95.54,97.88,94.97
02/15/2023,97.1,37029890,94.74,97.34,94.36
02/14/2023,94.95,42513080,94.66,95.18,92.65
02/13/2023,95,43116560,95.01,95.35,94.05
02/10/2023,94.86,49325280,95.74,97.02,94.53
02/09/2023,95.46,97798570,100.54,100.61,93.86
02/08/2023,100,73546030,102.69,103.58,98.46
02/07/2023,108.04,33738830,103.63,108.67,103.55
02/06/2023,103.47,25573050,102.69,104.7,102.21
02/03/2023,105.22,36823420,103.51,108.02,103.3
02/02/2023,108.8,46622630,106.79,108.82,106.54
02/01/2023,101.43,26392570,99.74,102.19,98.42
01/31/2023,99.87,22306780,97.86,99.91,97.79
01/30/2023,97.95,24365140,98.75,99.41,97.52
01/27/2023,100.71,29020350,99.05,101.58,98.97
01/26/2023,99.16,24542060,98.28,99.21,96.82
01/25/2023,96.73,31000850,97.2,97.72,95.26
01/24/2023,99.21,27391370,99.55,101.09,98.7
01/23/2023,101.21,31791780,99.13,101.4,98.75
01/20/2023,99.28,53704760,95.95,99.42,95.91
01/19/2023,93.91,28707650,91.39,94.4,91.38
01/18/2023,91.78,19641620,92.94,93.59,91.4
01/17/2023,92.16,22935820,92.78,92.97,90.84
01/13/2023,92.8,18630710,91.53,92.98,90.93
01/12/2023,91.91,22754220,92.4,92.62,90.57
01/11/2023,92.26,25998840,90.06,92.45,89.74
01/10/2023,89.24,22855590,86.72,89.48,86.7
01/09/2023,88.8,22996680,89.2,90.83,88.58
01/06/2023,88.16,26612630,87.36,88.47,85.57
01/05/2023,86.77,23136080,88.07,88.21,86.56
01/04/2023,88.71,27046480,91.01,91.24,87.8
